"","Burglary","Earthquake","Alarm","JohnCalls","MaryCalls"
"2161","False","False","False","False","False"
"2162","False","False","False","False","False"
"2163","False","False","False","False","False"
"2164","False","False","False","False","False"
"2165","False","False","False","False","False"
"2166","False","False","False","False","False"
"2167","False","False","False","False","False"
"2168","False","False","False","False","False"
"2169","False","False","False","False","False"
"2170","False","False","False","False","False"
"2171","False","False","False","False","False"
"2172","False","False","False","False","False"
"2173","False","False","False","False","False"
"2174","False","False","False","False","False"
"2175","False","False","False","False","False"
"2176","False","False","False","False","False"
"2177","False","False","False","False","False"
"2178","False","False","False","False","False"
"2179","False","False","False","False","False"
"2180","False","False","False","False","False"
"2181","False","False","False","False","False"
"2182","False","False","False","False","False"
"2183","False","False","False","False","False"
"2184","False","False","False","False","False"
"2185","False","False","False","False","False"
"2186","False","False","False","False","False"
"2187","False","False","False","False","False"
"2188","False","False","False","False","False"
"2189","False","False","False","False","False"
"2190","False","False","False","False","False"
"2191","False","False","False","False","False"
"2192","False","False","False","False","False"
"2193","False","False","False","False","False"
"2194","False","False","False","False","False"
"2195","False","False","False","False","False"
"2196","False","False","False","False","False"
"2197","False","False","False","False","False"
"2198","False","False","False","False","False"
"2199","False","False","False","False","False"
"2200","False","False","False","False","False"
"2201","False","False","False","False","False"
"2202","False","False","False","False","False"
"2203","False","False","False","False","False"
"2204","False","False","False","False","False"
"2205","False","False","False","False","False"
"2206","False","False","False","False","False"
"2207","False","False","False","False","False"
"2208","False","False","False","False","False"
"2209","False","False","False","True","False"
"2210","False","False","False","False","False"
"2211","False","False","False","False","False"
"2212","False","False","False","False","False"
"2213","True","False","True","True","True"
"2214","False","False","False","False","False"
"2215","False","False","False","False","False"
"2216","False","False","False","False","False"
"2217","False","False","False","False","False"
"2218","False","False","False","False","False"
"2219","False","False","False","False","False"
"2220","False","False","False","False","False"
"2221","False","False","False","False","False"
"2222","False","False","False","False","False"
"2223","False","False","False","False","False"
"2224","False","False","False","False","False"
"2225","False","False","False","False","False"
"2226","False","True","False","False","False"
"2227","False","False","False","False","False"
"2228","False","False","False","False","False"
"2229","False","False","False","False","False"
"2230","False","False","False","False","False"
"2231","False","False","False","False","False"
"2232","False","False","False","False","False"
"2233","False","False","False","False","False"
"2234","False","False","False","False","False"
"2235","False","False","False","False","False"
"2236","False","False","False","True","False"
"2237","False","False","False","False","False"
"2238","False","False","False","False","False"
"2239","False","False","False","False","False"
"2240","False","False","False","False","False"
"2241","False","False","False","False","False"
"2242","False","False","False","False","False"
"2243","False","False","False","False","False"
"2244","False","False","False","False","False"
"2245","False","False","False","False","False"
"2246","False","False","False","False","False"
"2247","False","False","False","False","False"
"2248","False","False","False","False","False"
"2249","False","False","False","False","False"
"2250","False","False","False","False","False"
"2251","False","False","False","False","False"
"2252","False","False","False","False","False"
"2253","False","False","False","False","False"
"2254","True","False","True","True","False"
"2255","False","False","False","False","False"
"2256","False","False","False","False","False"
"2257","False","False","False","False","False"
"2258","True","False","True","True","True"
"2259","False","False","False","False","False"
"2260","False","False","False","False","False"
"2261","False","False","False","False","False"
"2262","False","False","False","False","False"
"2263","False","False","False","False","False"
"2264","False","False","False","False","False"
"2265","False","False","False","False","False"
"2266","False","False","False","False","False"
"2267","False","False","False","False","False"
"2268","False","False","False","False","False"
"2269","False","False","False","False","False"
"2270","False","False","False","True","False"
"2271","False","False","False","False","False"
"2272","False","False","False","False","False"
"2273","False","False","False","False","False"
"2274","False","True","False","False","False"
"2275","False","False","False","False","False"
"2276","False","False","False","False","False"
"2277","False","False","False","False","False"
"2278","False","False","False","False","False"
"2279","False","False","False","False","False"
"2280","False","True","True","True","False"
"2281","False","False","False","False","False"
"2282","False","False","False","False","False"
"2283","False","False","False","False","False"
"2284","False","False","False","False","False"
"2285","False","False","False","False","False"
"2286","False","False","False","False","False"
"2287","False","False","False","False","False"
"2288","False","False","False","False","False"
"2289","False","False","False","False","False"
"2290","False","False","False","False","False"
"2291","False","False","False","False","False"
"2292","False","False","False","False","False"
"2293","False","False","False","True","True"
"2294","False","False","False","False","False"
"2295","False","False","False","False","False"
"2296","False","False","False","False","False"
"2297","False","False","False","False","False"
"2298","True","False","True","True","False"
"2299","False","False","False","False","False"
"2300","False","False","False","False","False"
"2301","False","False","False","False","False"
"2302","False","False","False","False","False"
"2303","False","False","False","False","False"
"2304","False","False","False","False","False"
"2305","False","False","False","False","False"
"2306","False","False","False","False","False"
"2307","False","False","False","False","False"
"2308","False","False","False","False","False"
"2309","False","False","False","False","False"
"2310","False","True","False","False","False"
"2311","False","False","False","False","False"
"2312","False","False","False","True","False"
"2313","False","False","False","False","False"
"2314","False","False","False","False","False"
"2315","False","False","False","False","False"
"2316","False","False","False","False","False"
"2317","False","False","False","False","False"
"2318","False","False","False","False","False"
"2319","False","False","False","False","False"
"2320","False","False","False","False","False"
"2321","False","False","False","False","False"
"2322","False","False","False","False","False"
"2323","False","False","False","False","False"
"2324","False","False","False","False","False"
"2325","False","False","False","False","False"
"2326","False","False","False","False","False"
"2327","False","False","False","False","False"
"2328","False","False","False","False","False"
"2329","False","False","False","False","False"
"2330","False","False","False","False","False"
"2331","False","False","False","False","False"
"2332","False","False","False","False","False"
"2333","False","False","False","False","False"
"2334","False","False","False","False","False"
"2335","False","False","False","False","False"
"2336","False","False","False","False","False"
"2337","False","False","False","False","False"
"2338","False","False","False","False","False"
"2339","False","False","False","False","False"
"2340","False","False","False","False","False"
"2341","False","False","False","False","False"
"2342","False","False","False","False","False"
"2343","False","False","False","False","False"
"2344","False","False","False","False","False"
"2345","False","False","False","True","False"
"2346","False","False","False","False","False"
"2347","False","False","False","False","False"
"2348","False","False","False","True","False"
"2349","False","False","False","False","False"
"2350","False","False","False","False","False"
"2351","False","False","False","False","False"
"2352","False","False","False","False","False"
"2353","False","False","False","False","False"
"2354","False","False","False","False","False"
"2355","False","False","False","False","False"
"2356","False","False","False","False","False"
"2357","False","False","False","False","False"
"2358","False","False","False","False","False"
"2359","False","False","False","False","False"
"2360","False","False","False","False","False"
"2361","False","False","False","False","False"
"2362","False","False","False","False","False"
"2363","False","False","False","False","False"
"2364","False","False","False","False","False"
"2365","False","False","False","False","False"
"2366","False","False","False","True","False"
"2367","False","False","False","False","False"
"2368","False","False","False","False","False"
"2369","False","False","False","False","False"
"2370","False","True","True","True","True"
"2371","False","False","False","False","False"
"2372","False","False","False","False","False"
"2373","False","False","False","False","False"
"2374","False","False","False","False","False"
"2375","False","False","False","False","False"
"2376","False","False","False","False","False"
"2377","False","False","False","False","False"
"2378","False","False","False","False","False"
"2379","False","False","False","False","False"
"2380","False","False","False","False","False"
"2381","False","False","False","False","False"
"2382","False","False","False","False","False"
"2383","False","False","False","False","False"
"2384","False","False","False","False","False"
"2385","False","False","False","False","False"
"2386","False","False","False","False","False"
"2387","False","False","False","False","False"
"2388","False","False","False","True","False"
"2389","False","False","False","False","False"
"2390","False","False","False","False","False"
"2391","False","False","False","True","False"
"2392","False","False","False","False","False"
"2393","False","False","False","False","False"
"2394","False","False","False","False","False"
"2395","False","False","False","False","False"
"2396","False","False","False","False","False"
"2397","False","False","False","False","False"
"2398","False","False","False","False","False"
"2399","False","False","False","False","False"
"2400","False","False","False","False","False"
"2401","False","False","False","False","False"
"2402","False","False","False","False","False"
"2403","False","False","False","False","False"
"2404","False","False","False","False","False"
"2405","False","False","False","False","False"
"2406","False","False","False","False","False"
"2407","False","False","False","False","False"
"2408","False","False","False","False","False"
"2409","False","False","False","False","False"
"2410","False","False","False","False","False"
"2411","False","False","False","False","False"
"2412","False","False","False","False","False"
"2413","False","False","False","False","False"
"2414","False","False","False","False","False"
"2415","False","False","False","False","False"
"2416","False","False","False","False","False"
"2417","False","False","False","False","False"
"2418","False","False","False","False","False"
"2419","False","False","False","False","False"
"2420","False","False","False","True","False"
"2421","False","False","False","False","False"
"2422","False","False","False","True","False"
"2423","False","False","False","False","False"
"2424","False","False","False","False","False"
"2425","False","False","False","False","False"
"2426","False","False","False","False","False"
"2427","False","False","False","False","False"
"2428","False","False","False","False","False"
"2429","False","False","False","False","False"
"2430","False","False","False","False","False"
"2431","False","False","False","False","False"
"2432","False","False","False","False","False"
"2433","False","False","False","False","False"
"2434","False","False","False","False","False"
"2435","False","False","False","False","False"
"2436","False","False","False","False","False"
"2437","False","False","False","False","False"
"2438","False","False","False","False","False"
"2439","False","False","False","False","False"
"2440","False","False","False","False","False"
"2441","False","False","False","False","False"
"2442","False","False","False","False","False"
"2443","False","False","False","False","False"
"2444","False","False","False","True","False"
"2445","False","False","False","False","False"
"2446","False","False","False","False","False"
"2447","False","False","False","False","False"
"2448","False","False","False","False","False"
"2449","False","False","False","False","False"
"2450","False","False","False","False","False"
"2451","False","False","False","False","False"
"2452","False","False","False","False","False"
"2453","False","False","False","False","False"
"2454","False","False","False","False","False"
"2455","False","False","False","False","False"
"2456","False","False","False","False","False"
"2457","False","False","False","False","False"
"2458","False","False","False","False","False"
"2459","False","False","False","False","False"
"2460","False","False","False","False","False"
"2461","False","False","False","False","False"
"2462","False","False","False","False","False"
"2463","False","False","False","False","False"
"2464","False","False","False","False","False"
"2465","False","False","False","False","False"
"2466","False","False","False","False","False"
"2467","False","False","False","False","False"
"2468","False","False","False","False","False"
"2469","False","False","False","False","False"
"2470","False","False","False","False","False"
"2471","False","False","False","False","False"
"2472","False","False","False","False","False"
"2473","False","False","False","False","False"
"2474","False","False","False","False","True"
"2475","False","False","False","False","False"
"2476","False","False","False","False","False"
"2477","False","False","False","False","False"
"2478","False","False","False","False","False"
"2479","False","False","False","False","False"
"2480","False","False","False","False","False"
"2481","False","False","False","False","False"
"2482","False","False","False","False","False"
"2483","False","False","False","False","False"
"2484","False","False","False","False","False"
"2485","False","False","False","False","False"
"2486","True","False","True","True","False"
"2487","False","False","False","False","False"
"2488","False","False","False","False","False"
"2489","False","False","False","True","False"
"2490","False","False","False","True","False"
"2491","False","False","False","False","False"
"2492","False","False","False","False","False"
"2493","False","False","False","False","False"
"2494","False","False","False","False","False"
"2495","False","False","False","False","False"
"2496","False","False","False","False","False"
"2497","False","False","False","False","False"
"2498","False","False","False","False","False"
"2499","False","False","False","False","False"
"2500","False","False","False","False","False"
"2501","False","False","False","False","False"
"2502","False","False","False","False","False"
"2503","False","False","False","False","False"
"2504","False","False","False","False","False"
"2505","False","False","False","False","False"
"2506","False","False","False","False","False"
"2507","False","False","False","False","False"
"2508","False","False","False","False","False"
"2509","False","False","False","False","False"
"2510","False","False","False","False","False"
"2511","False","False","False","False","False"
"2512","False","False","False","False","False"
"2513","False","False","False","True","False"
"2514","False","False","False","False","False"
"2515","False","False","False","False","False"
"2516","False","False","False","False","False"
"2517","False","False","False","False","False"
"2518","False","False","False","False","False"
"2519","False","False","False","False","False"
"2520","False","True","False","False","False"
"2521","False","False","False","False","False"
"2522","False","False","False","False","False"
"2523","False","False","False","False","False"
"2524","False","False","False","False","False"
"2525","False","False","False","False","False"
"2526","False","False","False","False","False"
"2527","False","False","False","False","False"
"2528","False","False","False","False","False"
"2529","False","False","False","False","False"
"2530","False","False","False","False","False"
"2531","False","False","False","False","False"
"2532","False","False","False","True","False"
"2533","False","False","False","False","False"
"2534","False","False","False","False","False"
"2535","False","False","False","False","False"
"2536","False","False","False","False","False"
"2537","False","False","False","False","False"
"2538","False","False","False","False","False"
"2539","False","False","False","False","False"
"2540","False","False","False","False","False"
"2541","False","False","False","False","False"
"2542","False","False","False","False","False"
"2543","False","False","False","False","False"
"2544","False","False","False","False","False"
"2545","False","False","False","False","False"
"2546","False","False","False","False","False"
"2547","False","False","False","False","False"
"2548","False","False","False","False","False"
"2549","False","False","False","False","False"
"2550","False","False","False","False","False"
"2551","False","False","False","False","False"
"2552","False","False","False","False","False"
"2553","False","False","False","False","False"
"2554","False","False","False","False","False"
"2555","False","False","False","False","False"
"2556","False","False","False","False","False"
"2557","True","False","True","True","True"
"2558","False","False","False","False","False"
"2559","False","False","False","False","False"
"2560","False","False","False","False","False"
"2561","False","False","False","False","False"
"2562","False","False","False","False","False"
"2563","False","False","False","False","False"
"2564","False","True","False","False","False"
"2565","False","False","False","False","False"
"2566","False","False","False","False","False"
"2567","False","False","False","False","False"
"2568","False","False","False","False","False"
"2569","False","False","False","False","False"
"2570","False","False","False","False","False"
"2571","False","False","False","False","False"
"2572","False","False","False","False","False"
"2573","False","False","False","False","False"
"2574","False","False","False","False","False"
"2575","False","False","False","False","False"
"2576","False","False","False","False","False"
"2577","False","False","False","False","False"
"2578","False","False","False","False","False"
"2579","False","False","False","False","False"
"2580","False","False","False","False","False"
"2581","False","False","False","False","False"
"2582","False","False","False","False","False"
"2583","False","False","False","False","False"
"2584","False","False","False","False","False"
"2585","False","False","False","False","False"
"2586","False","False","False","False","False"
"2587","False","False","False","False","False"
"2588","False","False","False","True","False"
"2589","False","False","False","False","False"
"2590","False","False","False","False","False"
"2591","False","False","False","False","False"
"2592","False","False","False","False","False"
"2593","False","False","False","False","False"
"2594","False","False","False","False","False"
"2595","False","False","False","False","False"
"2596","False","False","False","False","False"
"2597","False","False","False","False","False"
"2598","False","False","False","False","False"
"2599","False","False","False","False","False"
"2600","False","False","False","False","False"
"2601","False","False","False","False","False"
"2602","False","False","False","False","False"
"2603","False","False","False","False","False"
"2604","False","False","False","False","False"
"2605","False","False","False","False","False"
"2606","False","False","False","False","False"
"2607","False","False","False","False","False"
"2608","False","False","False","False","False"
"2609","False","False","False","False","False"
"2610","False","False","False","False","False"
"2611","False","True","True","True","True"
"2612","True","False","True","True","True"
"2613","False","False","False","False","False"
"2614","False","False","False","False","False"
"2615","False","False","False","False","False"
"2616","False","False","False","False","False"
"2617","False","False","False","False","False"
"2618","False","False","False","True","False"
"2619","False","False","False","False","False"
"2620","False","False","False","False","False"
"2621","False","False","False","False","False"
"2622","False","True","False","False","False"
"2623","False","False","False","False","False"
"2624","False","False","False","False","False"
"2625","False","False","False","False","False"
"2626","False","False","False","False","False"
"2627","False","False","False","False","False"
"2628","False","False","False","False","False"
"2629","False","False","False","False","False"
"2630","False","False","False","False","False"
"2631","False","False","False","False","False"
"2632","False","False","False","False","False"
"2633","False","False","False","False","False"
"2634","False","False","False","False","False"
"2635","False","False","False","False","False"
"2636","False","False","False","False","False"
"2637","False","False","False","False","False"
"2638","False","False","False","False","False"
"2639","False","False","False","False","False"
"2640","False","False","False","False","False"
"2641","False","False","False","False","False"
"2642","False","False","False","False","False"
"2643","False","False","False","False","False"
"2644","False","False","False","False","False"
"2645","False","False","False","False","False"
"2646","False","False","False","False","False"
"2647","False","False","False","False","False"
"2648","False","False","False","False","False"
"2649","False","False","False","False","False"
"2650","False","True","True","True","True"
"2651","False","False","False","False","False"
"2652","False","False","False","False","False"
"2653","False","False","False","False","False"
"2654","False","False","False","False","False"
"2655","False","False","False","False","False"
"2656","False","False","False","False","False"
"2657","False","False","False","False","False"
"2658","False","False","False","True","False"
"2659","False","False","False","False","False"
"2660","False","False","False","False","False"
"2661","False","False","False","False","False"
"2662","False","False","False","False","False"
"2663","False","False","False","False","False"
"2664","False","False","False","False","False"
"2665","False","False","False","False","False"
"2666","False","False","False","False","False"
"2667","False","False","False","False","False"
"2668","False","False","False","False","False"
"2669","False","False","False","True","False"
"2670","False","False","False","False","False"
"2671","False","False","False","False","False"
"2672","False","False","False","False","False"
"2673","False","False","False","False","False"
"2674","False","False","False","False","False"
"2675","False","False","False","False","False"
"2676","False","False","False","False","False"
"2677","False","False","False","False","False"
"2678","False","False","False","False","False"
"2679","False","True","False","False","False"
"2680","False","False","False","False","False"
"2681","False","False","False","False","False"
"2682","False","False","False","False","False"
"2683","False","False","False","False","False"
"2684","False","False","False","False","False"
"2685","False","False","False","False","False"
"2686","False","False","False","False","False"
"2687","False","False","False","False","False"
"2688","False","False","False","False","False"
"2689","False","False","False","False","False"
"2690","False","True","False","False","False"
"2691","False","False","False","True","False"
"2692","False","False","False","False","False"
"2693","False","False","False","False","False"
"2694","False","False","False","True","False"
"2695","False","False","False","False","False"
"2696","False","False","False","False","False"
"2697","False","False","False","False","False"
"2698","False","False","False","False","False"
"2699","False","False","False","False","False"
"2700","False","False","False","False","False"
"2701","False","False","False","False","False"
"2702","False","True","False","True","False"
"2703","False","False","False","True","False"
"2704","False","False","False","False","False"
"2705","False","False","False","False","False"
"2706","False","False","False","False","False"
"2707","False","False","False","False","False"
"2708","False","False","False","False","False"
"2709","False","False","False","False","False"
"2710","False","False","False","False","False"
"2711","False","False","False","False","False"
"2712","False","False","False","False","False"
"2713","False","False","False","False","False"
"2714","False","False","False","False","True"
"2715","False","False","False","False","False"
"2716","False","False","False","False","False"
"2717","False","False","False","False","False"
"2718","False","False","False","False","False"
"2719","False","False","False","False","False"
"2720","False","False","False","False","False"
"2721","False","False","False","False","False"
"2722","False","False","False","False","False"
"2723","False","False","False","False","False"
"2724","False","False","False","True","False"
"2725","False","False","False","False","False"
"2726","False","False","False","False","False"
"2727","False","False","False","False","False"
"2728","False","False","False","False","False"
"2729","False","False","False","False","False"
"2730","False","False","False","False","False"
"2731","False","False","False","False","False"
"2732","False","False","False","False","False"
"2733","False","False","False","False","False"
"2734","False","False","False","False","False"
"2735","False","False","False","False","False"
"2736","False","False","False","False","False"
"2737","False","False","False","False","False"
"2738","False","False","False","False","False"
"2739","False","False","False","False","False"
"2740","False","True","True","True","False"
"2741","False","False","False","False","False"
"2742","False","False","False","False","False"
"2743","False","False","False","False","False"
"2744","False","False","False","False","False"
"2745","False","False","False","False","False"
"2746","False","False","False","False","True"
"2747","False","False","False","False","False"
"2748","False","False","False","False","False"
"2749","False","False","False","False","False"
"2750","False","False","False","False","False"
"2751","False","False","False","False","False"
"2752","False","False","False","False","False"
"2753","False","False","False","False","False"
"2754","False","False","False","False","False"
"2755","False","False","False","False","False"
"2756","False","False","False","False","False"
"2757","False","False","False","False","False"
"2758","False","False","False","False","False"
"2759","False","False","False","False","False"
"2760","False","False","False","False","False"
"2761","False","False","False","False","False"
"2762","False","False","False","False","False"
"2763","False","False","False","False","False"
"2764","False","False","False","False","False"
"2765","False","False","False","False","False"
"2766","False","False","False","False","False"
"2767","False","False","False","False","False"
"2768","False","False","False","False","False"
"2769","False","False","False","False","False"
"2770","False","False","False","False","False"
"2771","False","False","False","False","False"
"2772","False","False","False","False","False"
"2773","False","False","False","False","False"
"2774","False","False","False","False","False"
"2775","False","False","False","False","False"
"2776","False","False","False","False","False"
"2777","False","False","False","False","False"
"2778","False","False","False","False","False"
"2779","False","False","False","False","False"
"2780","False","False","False","False","False"
"2781","False","False","False","False","False"
"2782","False","False","False","False","False"
"2783","False","False","False","False","False"
"2784","False","False","False","False","False"
"2785","False","False","False","False","False"
"2786","False","False","False","False","False"
"2787","False","False","False","False","False"
"2788","False","False","False","False","False"
"2789","False","False","False","False","False"
"2790","False","False","False","False","False"
"2791","False","False","False","True","False"
"2792","False","False","False","True","False"
"2793","False","False","False","False","False"
"2794","False","False","False","False","False"
"2795","False","False","False","False","False"
"2796","False","True","True","True","True"
"2797","False","False","False","False","False"
"2798","False","False","False","False","False"
"2799","False","False","False","False","False"
"2800","False","True","False","False","False"
"2801","False","False","False","False","False"
"2802","False","False","False","False","False"
"2803","False","False","False","False","False"
"2804","False","False","False","False","False"
"2805","False","False","False","False","False"
"2806","False","False","False","False","False"
"2807","False","False","False","False","False"
"2808","False","False","False","False","False"
"2809","False","False","False","False","False"
"2810","False","False","False","True","False"
"2811","False","False","False","False","False"
"2812","False","False","False","False","False"
"2813","False","False","False","False","False"
"2814","False","False","False","False","False"
"2815","False","False","False","False","False"
"2816","False","False","False","False","False"
"2817","False","False","False","False","False"
"2818","False","False","False","False","False"
"2819","False","False","False","False","False"
"2820","False","False","False","False","False"
"2821","False","False","False","False","False"
"2822","False","False","False","False","False"
"2823","False","False","False","False","False"
"2824","False","False","False","False","False"
"2825","False","False","False","False","False"
"2826","False","False","False","False","False"
"2827","False","False","False","False","False"
"2828","False","False","False","False","False"
"2829","False","False","False","False","False"
"2830","False","False","False","False","False"
"2831","False","False","False","False","False"
"2832","False","False","False","False","False"
"2833","False","False","False","False","False"
"2834","False","False","False","False","False"
"2835","False","False","False","False","False"
"2836","False","False","False","False","False"
"2837","False","False","False","False","False"
"2838","False","False","False","False","False"
"2839","False","False","False","False","False"
"2840","False","False","False","True","False"
"2841","False","False","False","False","False"
"2842","False","False","False","True","False"
"2843","False","False","False","False","False"
"2844","False","False","False","False","False"
"2845","False","False","False","False","False"
"2846","False","False","False","False","False"
"2847","False","False","False","False","False"
"2848","False","False","False","False","False"
"2849","False","False","False","True","False"
"2850","False","False","False","False","False"
"2851","False","False","False","False","False"
"2852","False","False","False","False","False"
"2853","False","False","False","False","False"
"2854","False","False","False","False","False"
"2855","False","False","False","False","False"
"2856","False","True","False","False","False"
"2857","False","False","False","False","False"
"2858","False","False","False","False","False"
"2859","False","False","False","False","False"
"2860","False","False","False","False","False"
"2861","False","False","False","False","False"
"2862","False","False","False","False","False"
"2863","False","False","False","False","False"
"2864","False","False","False","False","False"
"2865","False","False","False","False","False"
"2866","False","False","False","False","False"
"2867","False","False","False","False","False"
"2868","False","False","False","False","False"
"2869","False","False","False","False","False"
"2870","False","False","False","False","False"
"2871","False","False","False","False","False"
"2872","False","False","False","False","False"
"2873","False","False","False","False","False"
"2874","False","False","False","False","False"
"2875","False","False","False","False","False"
"2876","False","False","False","False","False"
"2877","False","False","False","False","False"
"2878","False","False","False","False","False"
"2879","False","False","False","False","False"
"2880","False","False","False","False","False"
"2881","False","False","False","False","False"
"2882","False","False","False","False","False"
"2883","False","False","False","False","False"
"2884","False","False","False","False","False"
"2885","False","False","False","False","False"
"2886","False","False","False","False","False"
"2887","False","False","False","False","False"
"2888","False","False","False","False","False"
"2889","False","False","False","False","False"
"2890","False","False","False","False","False"
"2891","False","False","False","False","False"
"2892","False","False","False","False","False"
"2893","False","False","False","False","False"
"2894","False","False","False","False","False"
"2895","False","False","False","False","False"
"2896","False","False","False","False","False"
"2897","False","False","False","False","False"
"2898","False","False","False","True","False"
"2899","False","False","False","False","False"
"2900","False","False","False","False","False"
"2901","False","False","False","False","False"
"2902","False","True","False","False","False"
"2903","False","False","False","False","False"
"2904","False","False","False","False","False"
"2905","False","False","False","False","False"
"2906","False","False","False","False","False"
"2907","False","False","False","False","False"
"2908","False","False","False","False","False"
"2909","False","False","False","False","False"
"2910","False","False","False","True","False"
"2911","False","False","False","False","False"
"2912","False","False","False","False","False"
"2913","False","False","False","False","False"
"2914","False","False","False","False","False"
"2915","False","False","False","False","False"
"2916","False","False","False","False","False"
"2917","False","False","False","False","False"
"2918","False","False","False","False","False"
"2919","False","False","False","False","False"
"2920","False","False","False","False","False"
"2921","False","False","False","False","False"
"2922","False","False","False","True","False"
"2923","False","False","False","False","False"
"2924","False","False","False","False","False"
"2925","False","False","False","False","False"
"2926","False","False","False","False","False"
"2927","False","False","False","False","False"
"2928","False","False","False","False","False"
"2929","False","False","False","False","False"
"2930","False","False","False","False","False"
"2931","False","False","False","False","False"
"2932","False","False","False","False","False"
"2933","False","False","False","False","False"
"2934","False","False","False","False","False"
"2935","False","False","False","False","False"
"2936","False","False","False","False","False"
"2937","False","False","False","False","False"
"2938","False","False","False","False","False"
"2939","False","False","False","False","False"
"2940","False","False","False","False","False"
"2941","False","False","False","False","False"
"2942","False","False","False","False","False"
"2943","False","False","False","False","False"
"2944","False","False","False","True","False"
"2945","True","False","True","True","False"
"2946","False","False","True","True","True"
"2947","False","False","False","False","False"
"2948","False","False","False","False","False"
"2949","False","False","False","False","False"
"2950","False","False","False","False","False"
"2951","False","False","False","False","False"
"2952","False","False","False","False","False"
"2953","False","False","False","False","False"
"2954","False","False","False","False","False"
"2955","False","False","False","False","False"
"2956","False","False","False","False","False"
"2957","False","False","False","False","False"
"2958","False","False","False","False","False"
"2959","False","False","False","False","False"
"2960","False","False","False","False","False"
"2961","False","False","False","False","False"
"2962","False","False","False","False","False"
"2963","False","False","False","False","False"
"2964","False","False","False","False","False"
"2965","False","False","False","False","False"
"2966","False","False","False","False","False"
"2967","False","False","False","False","False"
"2968","False","False","False","False","False"
"2969","False","False","False","False","False"
"2970","False","False","False","False","False"
"2971","False","False","False","False","False"
"2972","False","False","False","False","False"
"2973","False","False","False","True","False"
"2974","False","False","False","False","False"
"2975","False","False","False","False","False"
"2976","False","False","False","False","False"
"2977","False","False","False","True","False"
"2978","False","False","False","False","False"
"2979","False","False","False","False","False"
"2980","False","False","False","False","True"
"2981","False","False","False","False","False"
"2982","False","False","False","False","False"
"2983","False","False","False","False","False"
"2984","False","False","False","True","False"
"2985","False","False","False","False","False"
"2986","False","False","False","False","False"
"2987","False","False","False","False","False"
"2988","False","False","False","False","False"
"2989","False","False","False","False","False"
"2990","False","False","False","False","False"
"2991","False","False","False","False","False"
"2992","False","False","False","False","False"
"2993","False","False","False","False","False"
"2994","False","False","False","False","False"
"2995","False","False","False","False","False"
"2996","False","False","False","False","False"
"2997","False","False","False","False","False"
"2998","False","False","False","False","False"
"2999","False","False","False","False","False"
"3000","False","False","False","False","False"
"3001","False","False","False","False","False"
"3002","False","False","False","False","False"
"3003","False","False","False","False","False"
"3004","False","False","False","False","False"
"3005","False","False","False","False","False"
"3006","False","False","False","False","False"
"3007","False","False","False","False","False"
"3008","False","False","False","False","False"
"3009","False","False","False","False","False"
"3010","False","False","False","False","False"
"3011","False","False","False","False","False"
"3012","False","False","False","False","False"
"3013","False","False","False","True","False"
"3014","False","False","False","False","False"
"3015","False","False","False","False","False"
"3016","False","False","False","False","False"
"3017","False","False","False","False","False"
"3018","False","False","False","False","False"
"3019","False","False","False","False","False"
"3020","False","False","False","False","False"
"3021","False","False","False","False","False"
"3022","False","False","False","False","False"
"3023","False","False","False","False","False"
"3024","False","False","False","False","False"
"3025","False","False","False","False","False"
"3026","False","False","False","False","False"
"3027","False","False","False","False","False"
"3028","False","False","False","False","False"
"3029","False","False","False","False","False"
"3030","False","False","False","False","False"
"3031","False","False","False","False","False"
"3032","False","False","False","False","False"
"3033","False","False","False","False","False"
"3034","False","False","False","False","False"
"3035","False","False","False","False","False"
"3036","False","False","False","False","False"
"3037","False","False","False","False","False"
"3038","False","False","False","False","False"
"3039","False","False","False","False","False"
"3040","False","False","False","False","False"
"3041","True","False","True","True","True"
"3042","False","False","False","False","False"
"3043","False","False","False","False","False"
"3044","False","False","False","False","False"
"3045","False","False","False","False","False"
"3046","False","False","False","True","False"
"3047","False","False","False","False","False"
"3048","False","False","False","False","False"
"3049","False","False","False","False","False"
"3050","False","False","False","False","False"
"3051","False","False","False","False","False"
"3052","False","False","False","False","False"
"3053","False","False","False","False","False"
"3054","False","False","False","False","False"
"3055","False","False","False","False","False"
"3056","False","False","False","False","False"
"3057","False","False","False","False","False"
"3058","False","False","False","False","False"
"3059","False","False","False","False","False"
"3060","False","False","False","False","False"
"3061","False","False","False","False","False"
"3062","False","False","False","False","False"
"3063","False","False","False","False","False"
"3064","False","False","False","False","False"
"3065","False","False","False","False","False"
"3066","False","False","False","False","False"
"3067","False","False","False","False","False"
"3068","False","False","False","False","False"
"3069","False","False","False","False","False"
"3070","False","False","False","False","False"
"3071","False","False","False","False","False"
"3072","False","False","False","False","False"
"3073","False","False","False","False","False"
"3074","False","False","False","True","False"
"3075","False","False","False","False","False"
"3076","False","False","False","False","False"
"3077","False","False","False","False","False"
"3078","False","False","False","True","False"
"3079","False","False","False","False","False"
"3080","False","False","False","True","False"
"3081","False","False","False","False","False"
"3082","False","False","False","False","False"
"3083","False","False","False","False","False"
"3084","False","False","False","True","False"
"3085","False","False","False","False","False"
"3086","False","False","False","False","False"
"3087","False","False","False","False","False"
"3088","False","False","False","False","False"
"3089","False","False","False","False","False"
"3090","False","True","False","False","False"
"3091","False","False","False","False","False"
